SimpleCosine, Cos
0.0702516445895551, 0.07025164458787001
0.0733851234814176, 0.07338512347912929
0.07651787809191449, 0.07651787808884659
0.07964987750206352, 0.07964987749799869
0.08278109080034332, 0.08278109079501583
0.08591148708299932, 0.08591148707608691
0.08904103545434985, 0.08904103544546442
0.09216970502709211, 0.09216970501576939
0.09529746492260824, 0.09529746490829628
0.09842428427127126, 0.09842428425331767
0.1015501322127512,  0.101550132190389
0.1046749778963209,  0.104674977868653
0.1077987904811625, 0.1077987904471445
0.1109215391366727, 0.1109215390950943
0.1140431930427698, 0.1140431929922342
0.1171637213901985, 0.1171637213291003
0.1202830933808371, 0.1202830933073378
0.1234012782280027, 0.1234012781400046
0.1265182451567577, 0.1265182450518753
0.1296339634042153, 0.1296339632797448
0.1327484022198462, 0.1327484020727321
0.1358615308657841, 0.1358615306925836
0.1389733186171318, 0.1389733184139767
0.1420837347622676, 0.1420837345248228
0.1451927486031506, 0.1451927483265707
0.1483003294556275, 0.1483003291345094
0.1514064466497381, 0.1514064462780707
0.1545110695300215, 0.1545110691011325
0.1576141674558222, 0.1576141669623209
0.1607157098015959, 0.1607157092353128
0.1638156659572156, 0.1638156653091382
0.1669140053282777,  0.166914004588482
0.1700106973364083, 0.1700106964939864
0.1731057114195683, 0.1731057104625525
0.1761990170323605, 0.1761990159476419
 0.179290583646335, 0.1792905824195784
0.1823803807502953, 0.1823803793658489
0.1854683778506044,  0.185468376291405
0.1885545444714909, 0.1885545427189637
0.1916388501553547, 0.1916388481893084
0.1947212644630735, 0.1947212622615891
0.1978017569743084, 0.1978017545136235
  0.20088029728781, 0.2008802945421966
0.2039568550217248, 0.2039568519633613
0.2070313998139006, 0.2070313964127377
0.2101039013221931, 0.2101038975458136
0.2131743292247713, 0.2131743250382431
0.2162426532204242, 0.2162426485861463
0.2193088430288665, 0.2193088379064087
0.2223728683910443, 0.2223728627369796
0.2254346990694418, 0.2254346928371707
0.2284943048483867, 0.2284942979879553
0.2315516555343567, 0.2315516479922656
 0.234606720956285, 0.2346067126752914
0.2376594709658669, 0.2376594618847776
0.2407098754378653,  0.240709865491322
0.2437579042704172, 0.2437578933886726
0.2468035273853392, 0.2468035154940244
 0.249846714728434,  0.249846701748317
0.2528874362697962, 0.2528874221165304
0.2559256620041182, 0.2559256465879824
0.2589613619509965, 0.2589613451766239
0.2619945061552373, 0.2619944879213355
0.2650250646871632, 0.2650250448862226
0.2680530076429185, 0.2680529861609117
0.2710783051447757, 0.2710782818608448
0.2741009273414412, 0.2741009021275747
0.2771208444083615, 0.2771208171290595
0.2801380265480294, 0.2801379970599575
0.2831524439902896, 0.2831524121419208
0.2861640669926449, 0.2861640326238895
0.2891728658405625, 0.2891728287823853
0.2921788108477793, 0.2921787709218048
0.2951818723566088, 0.2951818293747126
0.2981820207382467, 0.2981819745021342
0.3011792263930768, 0.3011791766938485
 0.304173459750977, 0.3041734063686797
0.3071646912716258, 0.3071646339747899
0.3101528914448078, 0.3101528299899701
0.3131380307907198,  0.313137964921932
0.3161200798602771, 0.3161200093085991
0.3190990092354193, 0.3190989337183971
0.3220747895294164, 0.3220747087505448
0.3250473913871748, 0.3250473050353439
 0.328016785485543, 0.3280166932344693
0.3309829425336184, 0.3309828440412581
0.3339458332730526, 0.3339457281809993
0.3369054284783575, 0.3369053164112228
0.3398616989572118, 0.3398615795219875
0.3428146155507665,   0.34281448833617
0.3457641491339513, 0.3457640137097524
0.3487102706157802, 0.3487101265321101
 0.351652950939658, 0.3516527977262988
0.3545921610836858,  0.354591998249342
0.3575278720609676, 0.3575276990925171
 0.360460054919916, 0.3604598712816419
0.3633886807445579, 0.3633884858773606
0.3663137206548413, 0.3663135139754297
0.3692351458069405, 0.3692349267070025
0.3721529273935627, 0.3721526952389149
0.3750670366442539, 0.3750667907739694
0.3779774448257047, 0.3779771845512196
0.3808841232420564, 0.3808838478462538
0.3837870432352072, 0.3837867519714788
0.3866861761851182, 0.3866858682764028
0.3895814935101191, 0.3895811681479183
0.3924729666672144, 0.3924726230105846
0.3953605671523897, 0.3953602043269092
0.3982442665009174, 0.3982438835976306
0.4011240362876626, 0.4011236323619984
0.4039998481273897,  0.403999422198055
0.4068716736750675, 0.4068712247229155
0.4097394846261764, 0.4097390115930487
0.4126032527170131, 0.4126027545045558
0.4154629497249979, 0.4154624251934504
0.4183185474689797, 0.4183179954359373
0.4211700178095426,  0.421169437048691
0.4240173326493117, 0.4240167218891341
0.4268604639332593, 0.4268598218557145
0.4296993836490107, 0.4296987088881836
0.4325340638271502, 0.4325333549678723
0.4353644765415274, 0.4353637321179683
0.4381905939095631, 0.4381898124037917
 0.441012388092555,  0.441011567933071
0.4438298312959843, 0.4438289708562185
0.4466428957698211, 0.4466419933666045
0.4494515538088311, 0.4494506077008328
 0.452255777752881, 0.4522547861390135
0.4550555399872447, 0.4550545010050378
0.4578508129429097,   0.45784972466685
0.4606415690968825, 0.4606404295367212
0.4634277809724951, 0.4634265880715209
0.4662094211397108, 0.4662081727729893
0.4689864622154302, 0.4689851561880082
0.4717588768637975, 0.4717575109088725
0.4745266377965062, 0.4745252095735603
 0.477289717773105, 0.4772882248660033
0.4800480896013043, 0.4800465295163559
 0.482801726137282, 0.4828000963012647
0.4855506002859894, 0.4855488980441374
0.4882946850014573, 0.4882929076154103
0.4910339532871019, 0.4910320979328169
0.4937683781960311, 0.4937664419616547
0.4964979328313506, 0.4964959127150518
0.4992225903464692,  0.499220483254234
0.5019423239454056, 0.5019401266887898
0.5046571068830941, 0.5046548161769368
0.5073669124656904, 0.5073645249257853
0.5100717140508784, 0.5100692261916043
0.5127714850481751,  0.512768893280084
0.5154661989192375, 0.5154634995466002
0.5181558291781683,  0.518153018396477
 0.520840349391822,  0.520837423285249
0.5235197331801107, 0.5235166877189237
0.5261939542163103, 0.5261907852542429
0.5288629862273667, 0.5288596894989434
0.5315268029942016, 0.5315233741120179
0.5341853783520182, 0.5341818128039745
0.5368386861906078, 0.5368349793370968
0.5394867004546557,  0.539482847525702
 0.542129395144047, 0.5421253912364001
0.5447667443141725, 0.5447625843883516
0.5473987220762353, 0.5473944009535248
0.5500253025975562, 0.5500208149569527
0.5526464601018802, 0.5526418004769892
0.5552621688696821, 0.5552573316455656
0.5578724032384727,  0.557867382648445
 0.560477137603105, 0.5604719277254781
0.5630763464160801,  0.563070941170856
 0.565670004187853, 0.5656643973333655
0.5682580854871386, 0.5682522706166413
0.5708405649412186, 0.5708345354794189
0.5734174172362462, 0.5734111664357864
0.5759886171175529, 0.5759821380554367
0.5785541393899546, 0.5785474249639179
0.5811139589180571, 0.5811070018428837
0.5836680506265628, 0.5836608434303435
0.5862163895005758, 0.5862089245209123
0.5887589505859089, 0.5887512199660581
0.5912957089893889, 0.5912877046743513
0.5938266398791634,  0.593818353611712
0.5963517184850053, 0.5963431418016566
0.5988709200986211,  0.598862044325545
0.6013842200739545, 0.6013750363228264
0.6038915938274945, 0.6038820929912843
0.6063930168385798, 0.6063831895872813
0.6088884646497059,  0.608878301426004
0.6113779128668307, 0.6113674038817056
0.6138613371596804,   0.61385047238795
0.6163387132620557, 0.6163274824378533
0.6188100169721379, 0.6187984095843264
0.6212752241527947,  0.621263229440316
0.6237343107318863, 0.6237219176790452
0.6261872527025719, 0.6261744500342535
0.6286340261236145, 0.6286208023004368
0.6310746071196883,  0.631060950333086
0.6335089718816839,  0.633494870048925
0.6359370966670144, 0.6359225374261488
0.6383589577999217, 0.6383439285046605
0.6407745316717823, 0.6407590193863078
0.6431837947414137, 0.6431677862351186
0.6455867235353796, 0.6455702052775366
0.6479832946482969, 0.6479662528026557
0.6503734847431406, 0.6503559051624542
0.6527572705515513, 0.6527391387720282
0.6551346288741397, 0.6551159301098238
0.6575055365807936, 0.6574862557178702
0.6598699706109837, 0.6598500922020107
0.6622279079740694, 0.6622074162321334
0.6645793257496051, 0.6645582045424019
0.6669242010876458, 0.6669024339314845
0.6692625112090538, 0.6692400812627836
0.6715942334058039, 0.6715711234646637
0.6739193450412904, 0.6738955375306797
0.6762378235506317, 0.6762133005198027
0.6785496464409783,  0.678524389556648
0.6808547912918167, 0.6808287818316996
0.6831532357552771, 0.6831264546015363
0.6854449575564382, 0.6854173851890555
0.6877299344936342,  0.687701550983697
0.6900081444387604, 0.6899789294416666
0.6922795653375786, 0.6922494980861584
0.6945441752100245, 0.6945132345075765
0.6968019521505126, 0.6967701163637564
0.6990528743282423, 0.6990201213801853
0.7012969199875045,  0.701263227350222
0.7035340674479874, 0.7034994121353161
0.7057642951050819, 0.7057286536652266
0.7082704350121658, 0.7079509299382397
0.7104781481148343, 0.7101662190213857
0.7126790021364179, 0.7123744990506555
0.7148729729077948,  0.714575748231217
0.7170600363572528, 0.7167699448376294
0.7192401685104886, 0.7189570672140578
0.7214133454906077, 0.7211370937744877
0.7235795435181252, 0.7233100030029368
 0.725738738910965, 0.7254757734536683
0.7278909080844602, 0.7276343837514022
0.7300360275513529, 0.7297858125915264
0.7321740739217942, 0.7319300387403068
0.7343050239033448, 0.7340670410350969
0.7364288543009738, 0.7361967983845469
0.7385455420170598, 0.7383192897688115
0.7406550640513905, 0.7404344942397576
0.7427573975011623,  0.742542390921171
0.7448525195609812, 0.7446429590089626
0.7469404075228621, 0.7467361777713732
0.7490210387762288,  0.748822026549179
0.7510943908079145, 0.7509004847558942
0.7531604412021613, 0.7529715318779757
0.7552191676406205, 0.7550351474750245
0.7572705479023523, 0.7570913111799879
0.7593145598638261, 0.7591400026993599
0.7613511814989207, 0.7611812018133825
0.7633803908789233, 0.7632148883762445
0.7654021661725308, 0.7652410423162805
 0.767416485645849, 0.7672596436361692
0.7694233276623926, 0.7692706724131304
0.7714226706830858, 0.7712741087991221
0.7734144932662617, 0.7732699330210359
 0.775398774067662, 0.7752581253808925
0.7773754918404384, 0.7772386662560358
0.7793446254351509, 0.7792115360993273
0.7813061537997693, 0.7811767154393378
0.7832600559796717, 0.7831341848805407
0.7852063111176461, 0.7850839251035029
0.7871448984538888, 0.7870259168650756
 0.789075797326006,  0.788960140998584
0.7909989871690122, 0.7908865784140169
0.7929144475153315, 0.7928052100982146
0.7948221579947968,  0.794716017115057
0.7967220983346506, 0.7966189806056505
 0.798614248359544, 0.7985140817885134
0.8004985879915372, 0.8004013019597622
0.8023750972500996, 0.8022806224932958
  0.80424375625211, 0.8041520248409791
0.8061045452118556, 0.8060154905328266
0.8079574444410335, 0.8078710011771841
0.8098024343487491, 0.8097185384609107
0.8116394954415177, 0.8115580841495593
 0.813468608323263, 0.8133896200875567
0.8152897536953179, 0.8152131281983824
0.8171029123564247, 0.8170285904847476
0.8189080652027351, 0.8188359890287726
0.8207051932278086, 0.8206353059921633
0.8224942775226152, 0.8224265236163878
0.8242752992755332, 0.8242096242228512
0.8260482397723503, 0.8259845902130703
0.8278130803962631, 0.8277514040688475
0.8295698026278774, 0.8295100483524434
0.8313183880452083, 0.8312605057067487
0.8330588183236793, 0.8330027588554562
 0.834791075236124, 0.8347367906032306
0.8365151406527841, 0.8364625838358786
0.8382309965413111, 0.8381801215205178
0.8399386249667652, 0.8398893867057445
0.8416380080916159, 0.8415903625218015
0.8433291281757418, 0.8432830321807443
0.8450119675764304, 0.8449673789766065
0.8466865087483783, 0.8466433862855654
0.8483527342436913, 0.8483110375661054
0.8500106267118845, 0.8499703163591815
0.8516601688998818, 0.8516212062883822
 0.853301343652016, 0.8532636910600902
0.8549341339100296, 0.8548977544636439
0.8565585227130736, 0.8565233803714972
0.8581744931977086, 0.8581405527393787
0.8597820285979038, 0.8597492556064501
0.8613811122450377, 0.8613494730954635
 0.862971727567898, 0.8629411894129182
0.8645538580926812, 0.8645243888492169
0.8661274874429933, 0.8660990557788203
0.8676925993398493, 0.8676651746604014
0.8692491776016729, 0.8692227300369992
0.8707972061442973, 0.8707717065361711
0.8723366689809646, 0.8723120888701441
0.8738675502223262, 0.8738438618359666
0.8753898340764421, 0.8753670103156579
0.8769035048487821, 0.8768815192763574
0.8784085469422245, 0.8783873737704728
 0.879904944857057, 0.8798845589358286
 0.881392683190976, 0.8813730599958114
0.8828717466390877, 0.8828528622595168
0.8843421199939069, 0.8843239511218938
0.8858037881453574, 0.8857863120638893
0.8872567360807724,  0.887239930652591
0.8887009488848939, 0.8886847925413705
0.8901364117398735, 0.8901208834700241
0.8915631099252711, 0.8915481892649142
0.8929810288180564, 0.8929666958391089
0.8943901538926079, 0.8943763891925208
0.8957904707207131, 0.8957772554120459
0.8971819649715687, 0.8971692806716999
0.8985646224117805, 0.8985524512327555
0.8999384289053636, 0.8999267534438777
0.9013033704137415, 0.9012921737412587
0.9026594329957479, 0.9026486986487511
0.9040066028076245, 0.9039963147780019
0.9053448661030226,  0.905335008828584
0.9066742092330027, 0.9066647675881274
 0.907994618646034, 0.9079855779324501
0.9093060808879953, 0.9092974268256873
 0.910608582602174, 0.9106003013204198
0.9119021105292668, 0.9118941885578026
0.9131866515073797, 0.9131790757676908
0.9144621924720273, 0.9144549502687666
0.9157287204561339, 0.9157217994686635
0.9169862225900322, 0.9169796108640916
0.9182346861014646, 0.9182283720409601
0.9194740983155822, 0.9194680706745003
0.9207044466549456, 0.9206986945293874
0.9219257186395241, 0.9219202314598604
 0.923137901886696, 0.9231326694098432
0.9243409841112492, 0.9243359964130626
0.9255349531253803,  0.925530200593167
 0.926719796838695, 0.9267152701638433
0.9278955032582082,  0.927891193428933
0.9290620604883441, 0.9290579587825485
0.9302194567309357, 0.9302155547091866
0.9313676802852249, 0.9313639697838431
0.9325067195478631, 0.9325031926721245
0.9336365630129108,  0.933633212130361
0.9347571992718373, 0.9347540170057168
0.9358686170135211, 0.9358655962363003
0.9369708050242498, 0.9369679388512731
0.9380637521877201, 0.9380610339709586
0.9391474474850379, 0.9391448708069495
0.9402218799947181, 0.9402194386622136
0.9412870388926845, 0.9412847269312001
0.9423429134522703, 0.9423407250999437
0.9433894930442175, 0.9433874227461691
0.9444267671366776, 0.9444248095393927
0.9454547252952108,  0.945452875241026
0.9464733571827866, 0.9464716097044753
0.9474826525597834,  0.947481002875243
0.9484826012839889, 0.9484810447910258
   0.9494731933106, 0.9494717255818138
 0.950454418692222, 0.9504530354699876
0.9514262675788703, 0.9514249647704147
0.9523887302179686, 0.9523875038905454
  0.95334179695435, 0.9533406433305069
0.9542854582302566, 0.9542843736831981
0.9552197045853399, 0.9552186856343812
0.9561445266566601, 0.9561435699627744
0.9570599151786865, 0.9570590175401428
0.9579658609832978, 0.9579650193313886
0.9588623549997816, 0.9588615663946396
0.9597493882548346, 0.9597486498813383
0.9606269518725624,  0.960626261036329
0.9614950370744804, 0.9614943911979438
 0.962353635179512, 0.9623530317980884
0.9632027376039906, 0.9632021743623268
0.9640423358616581, 0.9640418105099646
 0.964872421563666, 0.9648719319541322
0.9656929864185747,  0.965692530501866
0.9665040222323533, 0.9665035980541895
0.9673055209083808, 0.9673051266061936
0.9680974744474445, 0.9680971082471149
0.9688798749477411, 0.9688795351604144
0.9696527146048763, 0.9696523996238544
0.9704159857118654, 0.9704156940095746
 0.971169680659132, 0.9711694107841676
0.9719137919345093, 0.9719135425087531
0.9726483121232395, 0.9726480818390514
0.9733732339079739, 0.9733730215254559
0.9740885500687728, 0.9740883544131045
0.9747942534831054, 0.9747940734419505
0.9754903371258508, 0.9754901716468317
 0.976176794069296, 0.9761766421575403
0.9768536174831379, 0.9768534781988891
0.9775208006344826, 0.9775206730907798
0.9781783368878446, 0.9781782202482683
0.9788262197051481, 0.9788261131816294
0.9794644426457261, 0.9794643454964214
0.9800929993663208, 0.9800929108935491
0.9807118836210834, 0.9807118031693259
0.9813210892615744, 0.9813210162155348
0.9819206102367629, 0.9819205440194889
0.9825104405930278, 0.9825103806640909
0.9830905744741567, 0.9830905203278912
 0.983661006121346, 0.9836609572851457
0.9842217298732018, 0.9842216859058717
0.9847727401657388, 0.9847727006559041
0.9853140315323812, 0.9853139960969499
0.9858455986039618, 0.9858455668866416
 0.986367436108723, 0.9863674077785901
0.9868795388723159, 0.9868795136224364
0.9873819018178011, 0.9873818793639028
0.9878745199656477, 0.9878745000448419
0.9883573884337343, 0.9883573708032866
0.9888305024373487, 0.9888304868734975
0.9892938572891876,   0.98929384358601
0.9897474483993567, 0.9897474363676805
0.9901912712753709, 0.9901912607417311
0.9906253215221541, 0.9906253123277947
0.9910495948420397, 0.9910495868419571
0.9914640870347695, 0.9914640800968004
 0.991868793997495, 0.9918687880014433
0.9922637117247763, 0.9922637065615824
0.9926488363085831, 0.9926488318795306
 0.993024163938294, 0.9930241601542568
0.9933896909006963, 0.9933896876814223
0.9937454135799869, 0.9937454108534181
0.9940913284577716,    0.9940913261594
0.9944274321130652, 0.9944274301853235
0.9947537212222919, 0.9947537196139779
0.9950701925592845, 0.9950701912250178
0.9953768429952854, 0.9953768418949965
0.9956736694989458, 0.9956736685973956
0.9959606691363259, 0.9959606684026553
0.9962378390708953, 0.9962378384782035
0.9965051765635326, 0.9965051760884834
0.9967626789725251, 0.9967626785949807
  0.99701034375357, 0.9970103434562497
0.9972481684597727, 0.9972481682279382
0.9974761507416483, 0.9974761505628115
0.9976942883471207, 0.9976942882107762
 0.997902579121523, 0.9979025790189018
0.9981010210075975,  0.998101020931442
0.9982896120454953, 0.9982896119898553
0.9984683503727767, 0.9984683503328241
0.9986372342244112, 0.9986372341962732
0.9987962619327776, 0.9987962619133868
0.9989454319276632, 0.9989454319146256
0.9990847427362648, 0.9990847427277422
0.9992141929831883, 0.9992141929777948
0.9993337813904483, 0.9993337813871618
0.9994435067774692, 0.9994435067755538
0.9995433680610839, 0.9995433680600258
0.9996333642555344, 0.9996333642549868
0.9997134944724724,  0.999713494472211
0.9997837579209578, 0.9997837579208455
0.9998441539074604, 0.9998441539074183
0.9998946818358584, 0.9998946818358454
0.9999353412074397, 0.9999353412074367
0.9999661316209008, 0.9999661316209004
0.9999870527723477, 0.9999870527723477
0.9999981044552952, 0.9999981044552952
0.9999992865606674, 0.9999992865606674
0.9999905990767972, 0.9999905990767972
 0.999972042089427, 0.9999720420894267
0.9999436157817078, 0.9999436157817059
0.9999053204342002, 0.9999053204341908
0.9998571564248735, 0.9998571564248411
0.9997991242291063, 0.9997991242290162
0.9997312244196861, 0.9997312244194704
0.9996534576668098, 0.9996534576663474
0.9995658247380831, 0.9995658247371736
0.9994683264985211, 0.9994683264968507
0.9993609639105475, 0.9993609639076471
0.9992437380339955, 0.9992437380291879
0.9991166500261073, 0.9991166500184455
0.9989797011415342,  0.998979701129727
0.9988328927323366, 0.9988328927146629
0.9986762262479836, 0.9986762262221928
0.9985097032353543, 0.9985097031985518
0.9983333253387358, 0.9983333252872548
0.9981470942998252, 0.9981470942290809
0.9979510119577281,  0.997951011862055
0.9977450802489594, 0.9977450801214314
0.9975293012074432, 0.9975293010396727
0.9973036769645126, 0.9973036767464318
0.9970682097489096, 0.9970682094685293
0.9968229018867858, 0.9968229015299318
0.9965677558017012,   0.99656775535173
0.9963027740146254, 0.9963027734521136
0.9960279591439371, 0.9960279584463468
0.9957433139054236,  0.995743313046743
0.9954488411122818, 0.9954488400626373
0.9951445436751175, 0.9951445424003591
0.9948304246019458, 0.9948304230632035
0.9945064869981903, 0.9945064851514016
0.9941727340666844, 0.9941727318620897
0.9938291691076701, 0.9938291664892781
0.9934757955187987, 0.9934757924238183
0.9931126167951307, 0.9931126131533697
0.9927396365291354, 0.9927396322623651
0.9923568584106915, 0.9923568534319752
0.9919642862270864, 0.9919642804400727
 0.991561923863017, 0.9915619171611944
 0.991149775300589, 0.9911497675665034
0.9907278446193175, 0.9907278357237499
0.9902961359961263, 0.9902961257972308
0.9898546537053485, 0.9898546420477488
0.9894034021187265, 0.9894033888325703
0.9889423857054113, 0.9889423706053823
0.9884716090319633, 0.9884715919162487
0.9879910767623521, 0.9879910574115649
0.9875007936579562, 0.9875007718340126
 0.987000764577563, 0.9870007400225125
0.9864909944773695, 0.9864909669121768
0.9859714884109816,   0.98597145753426
0.9854422515294139, 0.9854422170161102
0.9849032890810906, 0.9849032505811176
0.9843546064118447, 0.9843545635486632
0.9837962089649184, 0.9837961613340667
0.9832281022809629, 0.9832280494485324
0.9826502919980389, 0.9826502334990952
0.9820627838516154, 0.9820627191885654
0.9814655836745712, 0.9814655123154719
0.9808586973971939, 0.9808586187740055
0.9802421310471801, 0.9802420445539605
0.9796158907496357, 0.9796157957406754
0.9789799827270759, 0.9789798785149733
0.9783344132994242, 0.9783342991531003
0.9776791888840141, 0.9776790640266644
0.9770143159955874, 0.9770141796025714
0.9763398012462957, 0.9763396524429624
0.9756556513456992,  0.975655489205148
0.9749618731007674, 0.9749616966415432
0.9742584734158789, 0.9742582815996005
0.9735454592928212, 0.9735452510217424
0.9728228378307912, 0.9728226119452929
0.9720906162263946, 0.9720903715024077
0.9713488017736462, 0.9713485369200048
0.9705974018639703, 0.9705971155196915
0.9698364239861997, 0.9698361147176942
0.9690658757265768,  0.969065542024783
0.9682857647687528, 0.9682854050461999
0.9674960988937881, 0.9674957114815814
0.9666968859801519, 0.9666964691248845
0.9658881340037232, 0.9658876858643085
0.9650698510377892, 0.9650693696822176
0.9642420452530469, 0.9642415286550622
0.9634047249176021, 0.9634041709532991
0.9625578983969697, 0.9625573048413106
0.9617015741540735, 0.9617009386773234
0.9608357607492468, 0.9608350809133259
0.9599604668402318, 0.9599597400949846
0.9590757011821798,   0.95907492486156
0.9581814726276509, 0.9581806439458213
0.9572777901266147, 0.9572769061739599
  0.95636466272645, 0.9563637204655029
